Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	Fasta.headers	Peptides	Razor...unique.peptides	Unique.peptides	LFQ.intensity.Ubi4_1	LFQ.intensity.Ubi4_2	LFQ.intensity.Ubi4_3	LFQ.intensity.Ubi6_1	LFQ.intensity.Ubi6_2	LFQ.intensity.Ubi6_3	LFQ.intensity.Ctrl_1	LFQ.intensity.Ctrl_2	LFQ.intensity.Ctrl_3	LFQ.intensity.Ubi1_1	LFQ.intensity.Ubi1_2	LFQ.intensity.Ubi1_3	Only.identified.by.site	Reverse	Potential.contaminant
E5RIM6;Q8NBU1;E5RFQ9;F5H5B4;Q13043-2;Q13043;Q13188;Q13188-2	E5RIM6;Q8NBU1;E5RFQ9;F5H5B4;Q13043-2;Q13043;Q13188;Q13188-2	Serine/threonine-protein kinase 4;Serine/threonine-protein kinase 4 37kDa subunit;Serine/threonine-protein kinase 4 18kDa subunit;Serine/threonine-protein kinase 3;Serine/threonine-protein kinase 3 36kDa subunit;Serine/threonine-protein kinase 3 20kDa subunit	STK3;STK4	>tr|E5RIM6|E5RIM6_HUMAN Serine/threonine-protein kinase 3 OS=Homo sapiens GN=STK3 PE=1 SV=1;>tr|Q8NBU1|Q8NBU1_HUMAN Serine/threonine-protein kinase 3 OS=Homo sapiens GN=STK3 PE=1 SV=1;>tr|E5RFQ9|E5RFQ9_HUMAN Serine/threonine-protein kinase 3 (Fragment) OS=	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0			
E5RFZ8;E5RGA7;E5RJ40;E5RJG5;E5RIP4;Q15043-2;Q15043-3;Q15043	E5RFZ8;E5RGA7;E5RJ40;E5RJG5;E5RIP4;Q15043-2;Q15043-3;Q15043	Zinc transporter ZIP14	SLC39A14	>tr|E5RFZ8|E5RFZ8_HUMAN Zinc transporter ZIP14 (Fragment) OS=Homo sapiens GN=SLC39A14 PE=1 SV=1;>tr|E5RGA7|E5RGA7_HUMAN Zinc transporter ZIP14 (Fragment) OS=Homo sapiens GN=SLC39A14 PE=1 SV=1;>tr|E5RJ40|E5RJ40_HUMAN Zinc transporter ZIP14 (Fragment) OS=Hom	1	1	1	25955000	13719000	27966000	19879000	14856000	26307000	15949000	0	19715000	26985000	21433000	18549000			
H0YAW4;E5RGA2;P60228	H0YAW4;E5RGA2;P60228	Eukaryotic translation initiation factor 3 subunit E	EIF3E	>tr|H0YAW4|H0YAW4_HUMAN Eukaryotic translation initiation factor 3 subunit E (Fragment) OS=Homo sapiens GN=EIF3E PE=1 SV=1;>tr|E5RGA2|E5RGA2_HUMAN Eukaryotic translation initiation factor 3 subunit E OS=Homo sapiens GN=EIF3E PE=1 SV=1;>sp|P60228|EIF3E_HUMA	1	1	1	0	0	6727700	0	0	0	0	0	0	0	0	0			
E5RHT6;E5RHC5;F8W1U7;Q8N6T3-3;Q8N6T3;Q8N6T3-4;F8VWH9;Q8N6T3-5;Q8N6T3-2	E5RHT6;E5RHC5;F8W1U7;Q8N6T3-3;Q8N6T3;Q8N6T3-4;F8VWH9;Q8N6T3-5;Q8N6T3-2	ADP-ribosylation factor GTPase-activating protein 1	ARFGAP1	>tr|E5RHT6|E5RHT6_HUMAN ADP-ribosylation factor GTPase-activating protein 1 (Fragment) OS=Homo sapiens GN=ARFGAP1 PE=1 SV=2;>tr|E5RHC5|E5RHC5_HUMAN ADP-ribosylation factor GTPase-activating protein 1 (Fragment) OS=Homo sapiens GN=ARFGAP1 PE=1 SV=2;>tr|F8W1	2	2	2	0	0	0	0	0	0	15841000	19300000	0	0	0	0			
E5RHG8;Q15369;Q15369-2;R4GMY8	E5RHG8;Q15369;Q15369-2;R4GMY8	Transcription elongation factor B polypeptide 1	TCEB1	>tr|E5RHG8|E5RHG8_HUMAN Transcription elongation factor B polypeptide 1 (Fragment) OS=Homo sapiens GN=TCEB1 PE=1 SV=1;>sp|Q15369|ELOC_HUMAN Transcription elongation factor B polypeptide 1 OS=Homo sapiens GN=TCEB1 PE=1 SV=1;>sp|Q15369-2|ELOC_HUMAN Isoform 2	7	7	7	255630000	251670000	261970000	207210000	275350000	286620000	246340000	226540000	230100000	262270000	241960000	214140000			
E5RHL7;E5RIF2;Q9Y6D6;E5RHZ1	E5RHL7;E5RIF2;Q9Y6D6;E5RHZ1	Brefeldin A-inhibited guanine nucleotide-exchange protein 1	ARFGEF1	>tr|E5RHL7|E5RHL7_HUMAN Brefeldin A-inhibited guanine nucleotide-exchange protein 1 OS=Homo sapiens GN=ARFGEF1 PE=1 SV=1;>tr|E5RIF2|E5RIF2_HUMAN Brefeldin A-inhibited guanine nucleotide-exchange protein 1 OS=Homo sapiens GN=ARFGEF1 PE=1 SV=1;>sp|Q9Y6D6|BIG	2	2	2	6299900	0	5710800	0	0	0	0	0	0	0	0	0			
E5RJ41;E5RIB1;F8W845;G3XAM7;P35221;P35221-2	E5RJ41;E5RIB1;F8W845;G3XAM7;P35221;P35221-2	Catenin alpha-1	CTNNA1	>tr|E5RJ41|E5RJ41_HUMAN Catenin alpha-1 (Fragment) OS=Homo sapiens GN=CTNNA1 PE=1 SV=1;>tr|E5RIB1|E5RIB1_HUMAN Catenin alpha-1 (Fragment) OS=Homo sapiens GN=CTNNA1 PE=1 SV=1;>tr|F8W845|F8W845_HUMAN Catenin alpha-1 OS=Homo sapiens GN=CTNNA1 PE=1 SV=1;>tr|G3	1	1	1	0	0	0	0	0	0	0	4147000	0	0	0	0			
P63208;E5RJR5;E7ERH2;F8W8N3;P63208-2;E5RGM3	P63208;E5RJR5;E7ERH2;F8W8N3;P63208-2	S-phase kinase-associated protein 1	SKP1	>sp|P63208|SKP1_HUMAN S-phase kinase-associated protein 1 OS=Homo sapiens GN=SKP1 PE=1 SV=2;>tr|E5RJR5|E5RJR5_HUMAN S-phase kinase-associated protein 1 OS=Homo sapiens GN=SKP1 PE=1 SV=1;>tr|E7ERH2|E7ERH2_HUMAN S-phase kinase-associated protein 1 (Fragment)	10	10	10	314070000	361600000	230380000	201190000	279870000	224310000	106630000	117910000	99021000	144280000	114500000	130280000			
H0YBZ4;Q15390-2;E5RJS5;Q15390	H0YBZ4;Q15390-2;E5RJS5;Q15390	Mitochondrial fission regulator 1	MTFR1	>tr|H0YBZ4|H0YBZ4_HUMAN Mitochondrial fission regulator 1 (Fragment) OS=Homo sapiens GN=MTFR1 PE=1 SV=1;>sp|Q15390-2|MTFR1_HUMAN Isoform 2 of Mitochondrial fission regulator 1 OS=Homo sapiens GN=MTFR1;>tr|E5RJS5|E5RJS5_HUMAN Uncharacterized protein OS=Homo	1	1	1	0	0	0	0	0	0	0	0	0	9099300	0	0			
E5RK48;Q8IZV5	E5RK48;Q8IZV5	Retinol dehydrogenase 10	RDH10	>tr|E5RK48|E5RK48_HUMAN Retinol dehydrogenase 10 OS=Homo sapiens GN=RDH10 PE=1 SV=1;>sp|Q8IZV5|RDH10_HUMAN Retinol dehydrogenase 10 OS=Homo sapiens GN=RDH10 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	8404600	0			
E7EM64;Q7L5N1;H7C3T0	E7EM64;Q7L5N1	COP9 signalosome complex subunit 6	COPS6	>tr|E7EM64|E7EM64_HUMAN COP9 signalosome complex subunit 6 OS=Homo sapiens GN=COPS6 PE=1 SV=1;>sp|Q7L5N1|CSN6_HUMAN COP9 signalosome complex subunit 6 OS=Homo sapiens GN=COPS6 PE=1 SV=1	3	3	3	0	0	0	0	0	20037000	0	0	0	0	0	0			
Q99942;E7EM95	Q99942;E7EM95	E3 ubiquitin-protein ligase RNF5	RNF5	>sp|Q99942|RNF5_HUMAN E3 ubiquitin-protein ligase RNF5 OS=Homo sapiens GN=RNF5 PE=1 SV=1;>tr|E7EM95|E7EM95_HUMAN E3 ubiquitin-protein ligase RNF5 OS=Homo sapiens GN=RNF5 PE=1 SV=1	4	4	4	0	0	0	0	0	0	34351000	37708000	30503000	30270000	25314000	42321000			
E7EMP6;Q96FZ2;D6R9T3;D6RAI0;D6RGK7;D6RAZ3	E7EMP6;Q96FZ2;D6R9T3	UPF0361 protein C3orf37	C3orf37	>tr|E7EMP6|E7EMP6_HUMAN Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein OS=Homo sapiens GN=HMCES PE=1 SV=1;>sp|Q96FZ2|HMCES_HUMAN Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein OS=Homo sapiens GN=HMCES PE=1 SV=1;>	4	4	4	16869000	24806000	17171000	15276000	0	14257000	17618000	16079000	14143000	11687000	12016000	10814000			
E7EMW7;O95071-2;O95071;H0YBB4;E7ET84	E7EMW7;O95071-2;O95071	E3 ubiquitin-protein ligase UBR5	UBR5	>tr|E7EMW7|E7EMW7_HUMAN E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens GN=UBR5 PE=1 SV=1;>sp|O95071-2|UBR5_HUMAN Isoform 2 of E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens GN=UBR5;>sp|O95071|UBR5_HUMAN E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens 	6	6	6	19684000	18535000	27324000	17305000	27791000	29011000	22825000	0	23426000	0	0	0			
E7EN19	E7EN19		MAP4K4	>tr|E7EN19|E7EN19_HUMAN Mitogen-activated protein kinase kinase kinase kinase 4 OS=Homo sapiens GN=MAP4K4 PE=1 SV=1	18	1	0	0	0	0	0	0	0	0	0	5738200	0	0	0			
P52747-2;E7EN86;P52747-3;P52747	P52747-2;E7EN86;P52747-3;P52747	Zinc finger protein 143	ZNF143	>sp|P52747-2|ZN143_HUMAN Isoform 2 of Zinc finger protein 143 OS=Homo sapiens GN=ZNF143;>tr|E7EN86|E7EN86_HUMAN Zinc finger protein 143 OS=Homo sapiens GN=ZNF143 PE=1 SV=1;>sp|P52747-3|ZN143_HUMAN Isoform 3 of Zinc finger protein 143 OS=Homo sapiens GN=ZNF	3	3	3	0	0	0	10587000	10237000	9904400	12316000	30478000	28134000	24619000	24196000	22569000			
Q86UR5-13;Q86UR5-9;Q86UR5-12;H0YBU6;Q86UR5-2;Q86UR5-8;Q86UR5-7;Q86UR5-6;Q86UR5-5;E7ENC2;Q86UR5-3;Q86UR5-4;Q86UR5;E5RGM0;Q86UR5-10	Q86UR5-13;Q86UR5-9;Q86UR5-12;H0YBU6;Q86UR5-2;Q86UR5-8;Q86UR5-7;Q86UR5-6;Q86UR5-5;E7ENC2;Q86UR5-3;Q86UR5-4;Q86UR5;E5RGM0;Q86UR5-10	Regulating synaptic membrane exocytosis protein 1	RIMS1	>sp|Q86UR5-13|RIMS1_HUMAN Isoform 13 of Regulating synaptic membrane exocytosis protein 1 OS=Homo sapiens GN=RIMS1;>sp|Q86UR5-9|RIMS1_HUMAN Isoform 9 of Regulating synaptic membrane exocytosis protein 1 OS=Homo sapiens GN=RIMS1;>sp|Q86UR5-12|RIMS1_HUMAN Is	5	5	5	0	0	0	16250000	15549000	0	15624000	12773000	12676000	13285000	12485000	8249100			
P55265-5;P55265-3;H0YCK3;P55265-2;P55265;P55265-4;E7ENU4	P55265-5;P55265-3;H0YCK3;P55265-2;P55265;P55265-4;E7ENU4	Double-stranded RNA-specific adenosine deaminase	ADAR	>sp|P55265-5|DSRAD_HUMAN Isoform 5 of Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens GN=ADAR;>sp|P55265-3|DSRAD_HUMAN Isoform 3 of Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens GN=ADAR;>tr|H0YCK3|H0YCK3_HUMAN Double-str	7	7	7	0	0	0	0	0	0	16421000	13951000	15232000	12117000	14031000	10200000			
E7ENW2;Q13191;Q13191-3;B5MC15;Q13191-2;E9PHA9;Q68CY2;C9JU85;C9JRB3;F5H4J9	E7ENW2;Q13191;Q13191-3;B5MC15;Q13191-2	E3 ubiquitin-protein ligase CBL-B	CBLB	>tr|E7ENW2|E7ENW2_HUMAN E3 ubiquitin-protein ligase CBL-B OS=Homo sapiens GN=CBLB PE=1 SV=1;>sp|Q13191|CBLB_HUMAN E3 ubiquitin-protein ligase CBL-B OS=Homo sapiens GN=CBLB PE=1 SV=2;>sp|Q13191-3|CBLB_HUMAN Isoform Truncated 2 of E3 ubiquitin-protein ligase	11	9	9	0	0	23049000	23513000	0	0	0	0	0	19410000	19605000	12898000			
H0YD13;H0Y2P0;P16070-18;P16070-12;P16070-14;P16070-13;P16070-11;P16070-10;P16070-16;P16070-8;P16070-17;P16070-6;P16070-4;P16070-3;P16070-7;E7EPC6;P16070-5;P16070;H0YDX6;H0YD17;H0YDW7;H0YCV9;P16070-15;H0Y5E4;P16070-9;E9PKC6;H0YE40;J3KN83	H0YD13;H0Y2P0;P16070-18;P16070-12;P16070-14;P16070-13;P16070-11;P16070-10;P16070-16;P16070-8;P16070-17;P16070-6;P16070-4;P16070-3;P16070-7;E7EPC6;P16070-5;P16070;H0YDX6;H0YD17;H0YDW7;H0YCV9;P16070-15;H0Y5E4;P16070-9	CD44 antigen	CD44	>tr|H0YD13|H0YD13_HUMAN CD44 antigen OS=Homo sapiens GN=CD44 PE=1 SV=2;>tr|H0Y2P0|H0Y2P0_HUMAN CD44 antigen (Fragment) OS=Homo sapiens GN=CD44 PE=1 SV=1;>sp|P16070-18|CD44_HUMAN Isoform 18 of CD44 antigen OS=Homo sapiens GN=CD44;>sp|P16070-12|CD44_HUMAN Is	3	3	3	21248000	21054000	17126000	19511000	22153000	21164000	14744000	14644000	13139000	0	0	0			
O60784-3;E7EPD0;O60784-4;O60784;O60784-2;V9GZ68;H7BYN7;V9GYF4;B0QY02;B3KUU1;B0QY01	O60784-3;E7EPD0;O60784-4;O60784;O60784-2;V9GZ68;H7BYN7;V9GYF4;B0QY02;B3KUU1;B0QY01	Target of Myb protein 1	TOM1	>sp|O60784-3|TOM1_HUMAN Isoform 3 of Target of Myb protein 1 OS=Homo sapiens GN=TOM1;>tr|E7EPD0|E7EPD0_HUMAN Target of Myb protein 1 OS=Homo sapiens GN=TOM1 PE=1 SV=1;>sp|O60784-4|TOM1_HUMAN Isoform 4 of Target of Myb protein 1 OS=Homo sapiens GN=TOM1;>sp|	2	2	2	0	0	0	34221000	25219000	28480000	0	0	0	0	0	0			
Q16181-2;E7ES33;E7EPK1;Q16181;H0Y3Y4;H0YFF6;F5GZE5;Q5JXL7;O43236-5;J3QRT6;J3KSZ7;Q6ZU15	Q16181-2;E7ES33;E7EPK1;Q16181;H0Y3Y4;H0YFF6	Septin-7	7-Sep	>sp|Q16181-2|SEPT7_HUMAN Isoform 2 of Septin-7 OS=Homo sapiens GN=SEPT7;>tr|E7ES33|E7ES33_HUMAN Septin-7 OS=Homo sapiens GN=SEPT7 PE=1 SV=2;>tr|E7EPK1|E7EPK1_HUMAN Septin-7 OS=Homo sapiens GN=SEPT7 PE=1 SV=1;>sp|Q16181|SEPT7_HUMAN Septin-7 OS=Homo sapiens 	21	21	1	196370000	237880000	227040000	225950000	273160000	214420000	311360000	280110000	222080000	232950000	200650000	280640000			
Q9Y520-3;Q9Y520-4;E7EPN9;Q9Y520-5;Q9Y520;Q9Y520-7;Q9Y520-2;Q9Y520-6;H7C5N8	Q9Y520-3;Q9Y520-4;E7EPN9;Q9Y520-5;Q9Y520;Q9Y520-7;Q9Y520-2;Q9Y520-6	Protein PRRC2C	PRRC2C	>sp|Q9Y520-3|PRC2C_HUMAN Isoform 3 of Protein PRRC2C OS=Homo sapiens GN=PRRC2C;>sp|Q9Y520-4|PRC2C_HUMAN Isoform 4 of Protein PRRC2C OS=Homo sapiens GN=PRRC2C;>tr|E7EPN9|E7EPN9_HUMAN Protein PRRC2C OS=Homo sapiens GN=PRRC2C PE=1 SV=1;>sp|Q9Y520-5|PRC2C_HUMA	13	13	13	30209000	0	31512000	34433000	26353000	32496000	35731000	32632000	39309000	39393000	37697000	34937000			
Q9NUL3-4;Q9NUL3-6;Q9NUL3-8;Q9NUL3-3;F8VPI7;E7EPX0;Q9NUL3-7;E7EVJ4;Q9NUL3-2;E9PH62;Q9NUL3;G5EA18;E5RJN7;E7EVI1;E5RJ67;H0YBY0;E5RFK1	Q9NUL3-4;Q9NUL3-6;Q9NUL3-8;Q9NUL3-3;F8VPI7;E7EPX0;Q9NUL3-7;E7EVJ4;Q9NUL3-2;E9PH62;Q9NUL3;G5EA18;E5RJN7;E7EVI1	Double-stranded RNA-binding protein Staufen homolog 2	STAU2	>sp|Q9NUL3-4|STAU2_HUMAN Isoform 4 of Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens GN=STAU2;>sp|Q9NUL3-6|STAU2_HUMAN Isoform 6 of Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens GN=STAU2;>sp|Q9NUL3-8|STAU2_HUM	12	12	12	72775000	111980000	59482000	82377000	76803000	76113000	107760000	89949000	85074000	103790000	91269000	81011000			
O14653-3;O14653;O14653-2;E7EQ34;I3L1K7;I3L4Z6;I3L0K1;I3L3V4	O14653-3;O14653;O14653-2;E7EQ34;I3L1K7;I3L4Z6;I3L0K1;I3L3V4	Golgi SNAP receptor complex member 2	GOSR2	>sp|O14653-3|GOSR2_HUMAN Isoform 3 of Golgi SNAP receptor complex member 2 OS=Homo sapiens GN=GOSR2;>sp|O14653|GOSR2_HUMAN Golgi SNAP receptor complex member 2 OS=Homo sapiens GN=GOSR2 PE=1 SV=2;>sp|O14653-2|GOSR2_HUMAN Isoform B of Golgi SNAP receptor com	4	4	4	0	0	0	40869000	32458000	34879000	60509000	45911000	52015000	22698000	55600000	68331000			
E7EQ72;Q15363;F5GX39	E7EQ72;Q15363;F5GX39	Transmembrane emp24 domain-containing protein 2	TMED2	>tr|E7EQ72|E7EQ72_HUMAN Transmembrane emp24 domain-containing protein 2 (Fragment) OS=Homo sapiens GN=TMED2 PE=1 SV=2;>sp|Q15363|TMED2_HUMAN Transmembrane emp24 domain-containing protein 2 OS=Homo sapiens GN=TMED2 PE=1 SV=1;>tr|F5GX39|F5GX39_HUMAN Transmem	2	2	2	0	0	25278000	23842000	0	14958000	24699000	26858000	28555000	0	18440000	22061000			
E7EQL5;Q13409-6;Q13409-3;Q13409-7;Q13409-2;Q13409-5;Q13409;F8W8S0;E9PGG1;E7EUM4;E7ERR6;E7ERH4;E7ET01;E7ETL8;E7EQU2;E7ESD3;E7EMU4;E7EV09;E7EU01	E7EQL5;Q13409-6;Q13409-3;Q13409-7;Q13409-2;Q13409-5;Q13409;F8W8S0;E9PGG1;E7EUM4;E7ERR6;E7ERH4;E7ET01;E7ETL8;E7EQU2;E7ESD3;E7EMU4;E7EV09;E7EU01	Cytoplasmic dynein 1 intermediate chain 2	DYNC1I2	>tr|E7EQL5|E7EQL5_HUMAN Cytoplasmic dynein 1 intermediate chain 2 (Fragment) OS=Homo sapiens GN=DYNC1I2 PE=1 SV=1;>sp|Q13409-6|DC1I2_HUMAN Isoform 2F of Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens GN=DYNC1I2;>sp|Q13409-3|DC1I2_HUMAN Isoform 2	4	4	4	12348000	0	0	15554000	22143000	0	20925000	26079000	23283000	0	26704000	26826000			
Q6N021;E7EQS8;Q6N021-2;E7EPB1;Q6N021-3;D6RE87	Q6N021;E7EQS8;Q6N021-2;E7EPB1;Q6N021-3	Methylcytosine dioxygenase TET2	TET2	>sp|Q6N021|TET2_HUMAN Methylcytosine dioxygenase TET2 OS=Homo sapiens GN=TET2 PE=1 SV=3;>tr|E7EQS8|E7EQS8_HUMAN Methylcytosine dioxygenase TET2 OS=Homo sapiens GN=TET2 PE=1 SV=1;>sp|Q6N021-2|TET2_HUMAN Isoform 2 of Methylcytosine dioxygenase TET2 OS=Homo s	35	35	35	218260000	274180000	216890000	233360000	261820000	224430000	246380000	279060000	234810000	284050000	245870000	247500000			
E7ER68;Q658Y4;H0YBR6	E7ER68;Q658Y4;H0YBR6	Protein FAM91A1	FAM91A1	>tr|E7ER68|E7ER68_HUMAN Protein FAM91A1 OS=Homo sapiens GN=FAM91A1 PE=1 SV=1;>sp|Q658Y4|F91A1_HUMAN Protein FAM91A1 OS=Homo sapiens GN=FAM91A1 PE=1 SV=3;>tr|H0YBR6|H0YBR6_HUMAN Protein FAM91A1 (Fragment) OS=Homo sapiens GN=FAM91A1 PE=1 SV=1	2	2	2	0	0	0	0	0	0	0	0	0	5744800	0	2881700			
E7ER77;Q7Z2K6;B3KSB1	E7ER77;Q7Z2K6;B3KSB1	Endoplasmic reticulum metallopeptidase 1	ERMP1	>tr|E7ER77|E7ER77_HUMAN Endoplasmic reticulum metallopeptidase 1 OS=Homo sapiens GN=ERMP1 PE=1 SV=1;>sp|Q7Z2K6|ERMP1_HUMAN Endoplasmic reticulum metallopeptidase 1 OS=Homo sapiens GN=ERMP1 PE=1 SV=2;>tr|B3KSB1|B3KSB1_HUMAN Endoplasmic reticulum metallopept	3	3	3	0	0	0	0	0	0	0	3599300	0	0	0	0			
O95340;E7ER89;O95340-2	O95340;E7ER89;O95340-2	Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 2;Sulfate adenylyltransferase;Adenylyl-sulfate kinase	PAPSS2	>sp|O95340|PAPS2_HUMAN Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 2 OS=Homo sapiens GN=PAPSS2 PE=1 SV=2;>tr|E7ER89|E7ER89_HUMAN Sulfate adenylyltransferase OS=Homo sapiens GN=PAPSS2 PE=1 SV=2;>sp|O95340-2|PAPS2_HUMAN Isoform B of Bifunctio	28	28	27	614540000	832920000	622790000	518550000	654680000	553260000	492980000	528730000	567340000	513860000	513990000	729190000			
P98194-2;E7ERC6;P98194-4;H0Y9V7;P98194;P98194-3;P98194-5;P98194-8;P98194-9;P98194-6;P98194-7;H0Y8X9;H0Y9S7	P98194-2;E7ERC6;P98194-4;H0Y9V7;P98194;P98194-3;P98194-5;P98194-8;P98194-9;P98194-6;P98194-7;H0Y8X9	Calcium-transporting ATPase type 2C member 1	ATP2C1	>sp|P98194-2|AT2C1_HUMAN Isoform 2 of Calcium-transporting ATPase type 2C member 1 OS=Homo sapiens GN=ATP2C1;>tr|E7ERC6|E7ERC6_HUMAN Calcium-transporting ATPase OS=Homo sapiens GN=ATP2C1 PE=1 SV=1;>sp|P98194-4|AT2C1_HUMAN Isoform 4 of Calcium-transporting 	6	6	6	19195000	17997000	0	18616000	18530000	20156000	12793000	14818000	13849000	13893000	0	0			
E7ERH1;E7EMG1;C9J8K5;C9JFT7;C9JI43;H7C3Z4	E7ERH1		TNS1	>tr|E7ERH1|E7ERH1_HUMAN Tensin-1 (Fragment) OS=Homo sapiens GN=TNS1 PE=1 SV=1	9	3	2	0	35962000	0	23983000	19906000	15433000	20359000	40264000	15651000	20449000	13088000	23517000			
Q68CZ2-2;E7ERH3;Q68CZ2;E9PCX8;Q68CZ2-4;Q68CZ2-3;Q63HR2-5;Q63HR2-2;F8VV64;C9JVR1;Q63HR2-6;Q63HR2;Q63HR2-4;C9JWN9;C9JTD0;C9JHU5	Q68CZ2-2;E7ERH3;Q68CZ2;E9PCX8	Tensin-3	TNS3	>sp|Q68CZ2-2|TENS3_HUMAN Isoform 2 of Tensin-3 OS=Homo sapiens GN=TNS3;>tr|E7ERH3|E7ERH3_HUMAN Tensin-3 OS=Homo sapiens GN=TNS3 PE=1 SV=1;>sp|Q68CZ2|TENS3_HUMAN Tensin-3 OS=Homo sapiens GN=TNS3 PE=1 SV=2;>tr|E9PCX8|E9PCX8_HUMAN Tensin-3 (Fragment) OS=Homo 	12	10	10	29512000	33308000	21930000	25658000	29771000	28660000	30398000	28933000	29279000	31087000	27691000	32860000			
Q9UJ41-2;E9PFK9;Q9UJ41-4;Q9UJ41-3;E7ERJ8;Q9UJ41;C9JDA2;V9GYI8;E9PHB8	Q9UJ41-2;E9PFK9;Q9UJ41-4;Q9UJ41-3;E7ERJ8;Q9UJ41	Rab5 GDP/GTP exchange factor	RABGEF1;KCTD7	>sp|Q9UJ41-2|RABX5_HUMAN Isoform 2 of Rab5 GDP/GTP exchange factor OS=Homo sapiens GN=RABGEF1;>tr|E9PFK9|E9PFK9_HUMAN Rab5 GDP/GTP exchange factor OS=Homo sapiens GN=RABGEF1 PE=4 SV=1;>sp|Q9UJ41-4|RABX5_HUMAN Isoform 4 of Rab5 GDP/GTP exchange factor OS=Ho	11	11	11	79374000	85855000	71399000	60132000	63068000	30120000	0	0	0	0	0	0			
Q9UI10-3;Q9UI10;Q9UI10-2;E7ERK9;H7C2L8;F8W8L6	Q9UI10-3;Q9UI10;Q9UI10-2;E7ERK9	Translation initiation factor eIF-2B subunit delta	EIF2B4	>sp|Q9UI10-3|EI2BD_HUMAN Isoform 3 of Translation initiation factor eIF-2B subunit delta OS=Homo sapiens GN=EIF2B4;>sp|Q9UI10|EI2BD_HUMAN Translation initiation factor eIF-2B subunit delta OS=Homo sapiens GN=EIF2B4 PE=1 SV=2;>sp|Q9UI10-2|EI2BD_HUMAN Isofor	3	3	3	9490800	11429000	8353000	0	0	0	0	8532300	0	0	11896000	8565800			
E7ERX3	E7ERX3		DST	>tr|E7ERX3|E7ERX3_HUMAN Dystonin (Fragment) OS=Homo sapiens GN=DST PE=4 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	+		
E7ERX9;Q9NQT8	E7ERX9;Q9NQT8	Kinesin-like protein KIF13B	KIF13B	>tr|E7ERX9|E7ERX9_HUMAN Kinesin-like protein KIF13B OS=Homo sapiens GN=KIF13B PE=1 SV=1;>sp|Q9NQT8|KI13B_HUMAN Kinesin-like protein KIF13B OS=Homo sapiens GN=KIF13B PE=1 SV=2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	5994200			
O95757;E7ES43;E9PDE8;D6RJ96	O95757;E7ES43;E9PDE8;D6RJ96	Heat shock 70 kDa protein 4L	HSPA4L	>sp|O95757|HS74L_HUMAN Heat shock 70 kDa protein 4L OS=Homo sapiens GN=HSPA4L PE=1 SV=3;>tr|E7ES43|E7ES43_HUMAN Heat shock 70 kDa protein 4L OS=Homo sapiens GN=HSPA4L PE=1 SV=2;>tr|E9PDE8|E9PDE8_HUMAN Heat shock 70 kDa protein 4L OS=Homo sapiens GN=HSPA4L 	23	20	20	115110000	89289000	118380000	101060000	74115000	93998000	106320000	109210000	98972000	93679000	93941000	98957000			
Q9BQ52-3;E7ES68;Q9BQ52-4;G5E9D5;Q9BQ52;H7C2I4;Q9BQ52-2	Q9BQ52-3;E7ES68;Q9BQ52-4;G5E9D5;Q9BQ52	Zinc phosphodiesterase ELAC protein 2	ELAC2	>sp|Q9BQ52-3|RNZ2_HUMAN Isoform 3 of Zinc phosphodiesterase ELAC protein 2 OS=Homo sapiens GN=ELAC2;>tr|E7ES68|E7ES68_HUMAN Zinc phosphodiesterase ELAC protein 2 (Fragment) OS=Homo sapiens GN=ELAC2 PE=1 SV=2;>sp|Q9BQ52-4|RNZ2_HUMAN Isoform 4 of Zinc phosph	5	5	5	0	0	0	0	0	0	6705500	8883800	7850000	0	0	0			
E7ES84;P50748;F5H5V0	E7ES84;P50748;F5H5V0	Kinetochore-associated protein 1	KNTC1	>tr|E7ES84|E7ES84_HUMAN Kinetochore-associated protein 1 OS=Homo sapiens GN=KNTC1 PE=1 SV=1;>sp|P50748|KNTC1_HUMAN Kinetochore-associated protein 1 OS=Homo sapiens GN=KNTC1 PE=1 SV=1;>tr|F5H5V0|F5H5V0_HUMAN Kinetochore-associated protein 1 OS=Homo sapiens 	2	2	2	10840000	11069000	0	0	0	0	0	0	0	0	0	0			
